,year,month,intent,police,sex,age,race,other,place,education
33003,2012,8,Suicide,0,M,70,White,100,Home,Less than Matric
33004,2012,8,Suicide,0,M,60,White,100,Home,BA+
33005,2012,8,Suicide,0,M,43,White,100,Home,Matric
33006,2012,8,Suicide,0,M,74,White,100,Home,Less than Matric
33007,2012,8,Suicide,0,M,64,White,100,Home,Some college
33008,2012,8,Homicide,0,M,40,White,100,Trade/service area,Some college
33009,2012,8,Suicide,0,M,75,White,100,Other specified,Matric
33010,2012,8,Suicide,0,F,52,White,100,Home,Matric
33011,2012,8,Suicide,0,M,57,White,100,Other specified,Some college
33012,2012,8,Suicide,0,M,37,White,100,Other specified,Less than Matric
33013,2012,8,Suicide,0,M,67,White,100,Home,Matric
33014,2012,8,Suicide,0,M,41,White,100,Home,BA+
33015,2012,8,Suicide,0,F,46,White,100,Farm,Matric
33016,2012,8,Homicide,0,M,22,White,100,Street,Matric
33017,2012,7,Suicide,0,M,49,White,100,Other specified,Some college
33018,2012,8,Suicide,0,M,70,White,100,Home,Matric
33019,2012,8,Suicide,0,M,75,White,100,Home,Matric
33020,2012,8,Suicide,0,M,31,White,100,Home,Matric
33021,2012,8,Homicide,1,M,22,White,100,NA,Matric
33022,2012,8,Homicide,0,M,42,White,100,Other specified,BA+
33023,2012,9,Suicide,0,F,61,White,100,Home,Matric
33024,2012,9,Suicide,0,M,12,White,100,Home,Less than Matric
33025,2012,9,Suicide,0,M,47,White,100,Home,Matric
33026,2012,9,Homicide,0,F,9,White,100,Home,Less than Matric
33027,2012,9,Homicide,0,F,47,White,100,Home,BA+
33028,2012,9,Homicide,0,M,49,White,100,Home,BA+
33029,2012,9,Suicide,0,M,60,White,100,Home,Less than Matric
33030,2012,9,Suicide,0,M,53,White,100,Home,Matric
33031,2012,8,Suicide,0,M,70,White,100,Home,NA
33032,2012,9,Homicide,0,M,40,Black,100,Home,Matric
33033,2012,8,Homicide,0,M,26,White,100,Other specified,BA+
33034,2012,9,Suicide,0,M,40,White,100,Home,Matric
33035,2012,9,Homicide,0,M,42,White,100,Trade/service area,Matric
33036,2012,8,Homicide,0,M,38,Black,100,Street,Matric
33037,2012,8,Homicide,0,M,33,White,100,Other specified,Matric
33038,2012,8,Suicide,0,M,45,White,100,Home,Matric
33039,2012,9,Homicide,0,M,33,White,100,Home,Matric
33040,2012,9,Homicide,0,M,41,White,100,Home,Matric
33041,2012,9,Suicide,0,F,50,Black,100,Home,BA+
33042,2012,9,Suicide,0,M,43,White,100,Home,BA+
33043,2012,9,Suicide,0,F,59,White,100,Trade/service area,BA+
33044,2012,9,Suicide,0,M,26,White,100,Home,Some college
33045,2012,9,Suicide,0,M,29,White,100,Home,BA+
33046,2012,9,Homicide,0,M,72,White,100,Home,Less than Matric
33047,2012,9,Homicide,0,M,28,Black,100,Trade/service area,BA+
33048,2012,9,Suicide,0,M,33,Black,100,Street,Less than Matric
33049,2012,10,Suicide,0,M,81,White,100,Home,Matric
33050,2012,10,Suicide,0,M,53,White,100,Home,Less than Matric
33051,2012,10,Homicide,0,M,79,Black,100,Home,Some college
33052,2012,10,Suicide,0,M,59,White,100,Home,Matric
33053,2012,10,Suicide,0,M,49,White,100,Home,Matric
33054,2012,10,Suicide,0,M,71,White,100,Home,Matric
33055,2012,10,Homicide,0,M,26,Black,100,Street,Matric
33056,2012,10,Suicide,0,M,51,White,100,Home,Matric
33057,2012,10,Suicide,0,M,15,White,100,Home,Less than Matric
33058,2012,10,Suicide,0,M,52,White,100,Home,Matric
33059,2012,10,Suicide,0,M,53,White,100,Home,Matric
33060,2012,9,Homicide,0,M,32,Black,100,Home,Matric
33061,2012,10,Suicide,0,M,87,White,100,Home,Matric
33062,2012,10,Suicide,0,F,29,White,100,Home,Less than Matric
33063,2012,10,Suicide,0,M,49,White,100,Home,Less than Matric
33064,2012,9,Suicide,0,M,57,White,100,Home,Some college
33065,2012,10,Homicide,0,M,43,White,100,Other specified,Matric
33066,2012,10,Suicide,0,F,52,White,100,Other unspecified,Matric
33067,2012,10,Suicide,0,M,51,White,100,Sports,BA+
33068,2012,10,Suicide,0,F,35,White,100,Home,Matric
33069,2012,10,Suicide,0,M,46,White,100,Other unspecified,Matric
33070,2012,10,Suicide,0,M,40,White,100,Other specified,BA+
33071,2012,10,Suicide,0,M,53,White,100,Home,Some college
33072,2012,10,Suicide,0,M,76,White,100,Home,Less than Matric
33073,2012,10,Suicide,0,M,43,White,100,Other specified,Matric
33074,2012,11,Suicide,0,M,53,White,100,Home,Some college
33075,2012,11,Suicide,0,M,20,White,100,Home,Some college
33076,2012,11,Suicide,0,F,35,White,100,Home,BA+
33077,2012,10,Suicide,0,F,64,White,100,Home,Less than Matric
33078,2012,10,Suicide,0,M,58,White,100,Home,Matric
33079,2012,11,Homicide,0,M,54,White,100,Home,Matric
33080,2012,11,Suicide,0,M,75,White,100,Home,Matric
33081,2012,11,Suicide,0,M,44,White,100,Home,Matric
33082,2012,11,Suicide,0,M,43,White,100,Home,Matric
33083,2012,11,Homicide,0,M,33,White,100,Home,Matric
33084,2012,11,Homicide,0,M,22,Black,100,Home,Matric
33085,2012,11,Homicide,0,M,17,Black,100,Home,Less than Matric
33086,2012,11,Suicide,0,M,23,White,100,Home,Matric
33087,2012,11,Homicide,0,F,43,White,100,Home,Some college
33088,2012,11,Suicide,0,M,49,Black,100,Home,Matric
33089,2012,11,Suicide,0,F,38,White,100,Home,BA+
33090,2012,11,Suicide,0,M,24,White,100,Other specified,Some college
33091,2012,11,Suicide,0,M,32,White,100,Home,Matric
33092,2012,11,Suicide,0,M,24,White,100,Home,BA+
33093,2012,11,Suicide,0,M,68,White,100,Home,BA+
33094,2012,11,Homicide,0,F,3,White,100,Farm,NA
33095,2012,11,Homicide,0,M,5,White,100,Farm,NA
33096,2012,11,Homicide,0,M,34,White,100,Home,Less than Matric
33097,2012,11,Suicide,0,M,45,White,100,Other specified,Matric
33098,2012,11,Suicide,0,M,29,White,100,Other specified,Matric
33099,2012,11,Homicide,0,M,39,Black,100,Other specified,Matric
33100,2012,11,Suicide,0,M,64,White,100,Home,Some college
33101,2012,12,Suicide,0,M,70,White,100,Home,Matric
33102,2012,11,Suicide,0,F,32,White,100,Farm,Matric
33103,2012,11,Suicide,0,M,51,White,100,Home,Some college
33104,2012,11,Suicide,0,M,38,White,100,Home,Some college
33105,2012,12,Suicide,0,F,34,White,100,Home,Matric
33106,2012,12,Homicide,1,M,52,White,100,NA,Matric
33107,2012,11,Homicide,0,F,30,White,100,Home,Matric
33108,2012,12,Suicide,0,M,20,White,100,Home,Some college
33109,2012,12,Suicide,0,M,41,White,100,Home,Matric
33110,2012,12,Suicide,0,M,30,White,100,Home,Matric
33111,2012,12,Homicide,0,M,35,White,100,Street,Less than Matric
33112,2012,12,Suicide,0,M,58,White,100,Home,Less than Matric
33113,2012,12,Suicide,0,M,71,White,100,Home,Matric
33114,2012,12,Suicide,0,M,20,White,100,Street,Matric
33115,2012,12,Suicide,0,M,27,White,100,Other unspecified,Matric
33116,2012,12,Homicide,0,F,69,White,100,Home,Matric
33117,2012,12,Suicide,0,M,57,White,100,Home,Matric
33118,2012,12,Suicide,0,M,71,White,100,Home,Less than Matric
33119,2012,12,Homicide,1,F,45,White,100,NA,Matric
33120,2012,12,Suicide,0,M,32,White,100,Home,BA+
33121,2012,12,Homicide,1,M,32,White,100,NA,Matric
33122,2012,12,Suicide,0,M,46,White,100,Home,Matric
33123,2012,12,Suicide,0,M,59,White,100,Home,Less than Matric
33124,2012,12,Suicide,0,M,26,White,100,Home,Matric
33125,2012,12,Suicide,0,M,73,White,100,Home,Less than Matric
33126,2012,12,Suicide,0,F,52,White,100,Home,Matric
33127,2012,11,Suicide,0,M,69,White,100,Other specified,Matric
33128,2012,1,Undetermined,0,M,37,Coloured,100,Home,Matric
33129,2012,1,Accidental,0,M,38,Black,260,Other specified,Some college
33130,2012,1,Suicide,0,F,27,White,100,Home,Some college
33131,2012,1,Suicide,0,M,17,White,100,Home,Less than Matric
33132,2012,2,Suicide,0,M,36,White,100,Home,Matric
33133,2012,2,Suicide,0,M,58,White,100,Home,Some college
33134,2012,2,Homicide,0,M,31,White,100,Other specified,Matric
33135,2012,2,Suicide,0,M,59,White,100,Home,BA+
33136,2012,2,Suicide,0,M,48,White,100,Trade/service area,Less than Matric
33137,2012,3,Suicide,0,F,56,White,100,Home,BA+
33138,2012,3,Suicide,0,M,31,White,100,Other unspecified,Matric
33139,2012,3,Suicide,0,M,34,White,100,Other specified,Matric
33140,2012,3,Suicide,0,M,84,White,100,Home,Matric
33141,2012,2,Suicide,0,M,42,White,100,Home,Less than Matric
33142,2012,3,Suicide,0,M,64,White,100,Home,Matric
33143,2012,3,Suicide,0,M,27,White,100,Home,Matric
33144,2012,3,Suicide,0,M,33,White,100,Home,Some college
33145,2012,1,Accidental,0,M,21,White,100,Other specified,Some college
33146,2012,4,Suicide,0,M,55,White,100,Home,Matric
33147,2012,4,Suicide,0,M,74,White,100,Home,Matric
33148,2012,1,Undetermined,0,M,13,White,100,Other specified,Less than Matric
33149,2012,4,Suicide,0,M,82,White,100,Other specified,Matric
33150,2012,4,Suicide,0,M,52,White,100,Home,Matric
33151,2012,4,Suicide,0,M,75,White,100,Home,Matric
33152,2012,3,Suicide,0,M,51,White,100,Street,BA+
33153,2012,4,Accidental,0,M,8,White,100,Other specified,Less than Matric
33154,2012,3,Suicide,0,F,49,White,100,Farm,Some college
33155,2012,5,Suicide,0,M,23,Coloured,100,Home,Matric
33156,2012,5,Suicide,0,M,81,Coloured,100,Home,Matric
33157,2012,4,Suicide,0,M,61,White,100,Home,Some college
33158,2012,4,Suicide,0,M,30,White,100,Home,BA+
33159,2012,4,Suicide,0,M,40,White,100,Home,Some college
33160,2012,5,Suicide,0,M,45,White,100,Other unspecified,Less than Matric
33161,2012,5,Homicide,0,F,55,White,100,Home,Matric
33162,2012,5,Suicide,0,M,60,White,100,Home,Matric
33163,2012,5,Suicide,0,M,75,White,100,Home,Matric
33164,2012,5,Suicide,0,M,28,White,100,Other specified,Matric
33165,2012,6,Suicide,0,F,81,White,100,Home,Matric
33166,2012,5,Suicide,0,M,85,White,100,Home,Some college
33167,2012,5,Suicide,0,F,30,White,100,Home,Some college
33168,2012,6,Suicide,0,M,33,White,100,Home,Matric
33169,2012,6,Suicide,0,M,41,White,100,Home,NA
33170,2012,4,Suicide,0,M,51,White,100,Street,Matric
33171,2012,6,Suicide,0,M,26,White,100,Other specified,Some college
33172,2012,5,Suicide,0,M,32,White,100,Home,Some college
33173,2012,6,Suicide,0,M,21,White,100,Other specified,Matric
33174,2012,6,Suicide,0,M,21,Coloured,100,Other unspecified,Matric
33175,2012,6,Suicide,0,M,51,White,100,Other specified,Less than Matric
33176,2012,5,Suicide,0,M,89,White,100,Other specified,Less than Matric
33177,2012,7,Accidental,0,M,91,White,100,Home,Matric
33178,2012,6,Suicide,0,F,42,White,100,Other unspecified,Matric
33179,2012,7,Suicide,0,M,49,White,100,Home,Less than Matric
33180,2012,7,Accidental,0,F,33,White,100,Home,Some college
33181,2012,7,Suicide,0,M,56,White,100,Home,Matric
33182,2012,6,Suicide,0,M,45,White,100,Home,Matric
33183,2012,7,Suicide,0,M,35,Black,282,Other specified,Less than Matric
33184,2012,7,Suicide,0,M,21,White,100,Home,Matric
33185,2012,8,Suicide,0,M,92,White,100,Home,Less than Matric
33186,2012,7,Suicide,0,M,27,White,100,Home,BA+
33187,2012,7,Suicide,0,M,28,White,100,Home,Less than Matric
33188,2012,7,Suicide,0,M,26,White,100,Home,Some college
33189,2012,8,Suicide,0,M,58,White,100,Home,Some college
33190,2012,7,Suicide,0,M,43,White,100,Other specified,BA+
33191,2012,8,Suicide,0,M,49,White,100,Home,Less than Matric
33192,2012,8,Suicide,0,M,33,White,100,Home,Matric
33193,2012,8,Suicide,0,M,94,White,100,Home,BA+
33194,2012,7,Suicide,0,M,59,White,100,Home,Some college
33195,2012,7,Suicide,0,M,48,White,100,Industrial/construction,Matric
33196,2012,8,Accidental,0,M,14,White,100,Other specified,Less than Matric
33197,2012,8,Suicide,0,M,76,White,100,Street,BA+
33198,2012,9,Suicide,0,M,77,White,100,Home,Some college
33199,2012,8,Suicide,0,M,38,White,100,Home,BA+
33200,2012,9,Suicide,0,M,23,White,100,Farm,Matric
33201,2012,8,Suicide,0,M,20,White,100,Trade/service area,Some college
33202,2012,8,Suicide,0,F,57,White,100,Other specified,BA+
33203,2012,9,Suicide,0,M,33,White,100,Street,NA
33204,2012,9,Suicide,0,M,67,White,100,Home,Matric
33205,2012,9,Accidental,0,M,30,White,100,Home,Less than Matric
33206,2012,9,Suicide,0,F,52,White,100,Other specified,Some college
33207,2012,9,Homicide,0,M,27,White,100,Other specified,Matric
33208,2012,9,Suicide,0,M,65,White,100,Other specified,BA+
33209,2012,9,Suicide,0,M,37,White,100,Home,Some college
33210,2012,9,Homicide,0,M,32,Coloured,100,Home,Some college
33211,2012,9,Suicide,0,F,47,Coloured,100,Home,Some college
33212,2012,10,Suicide,0,M,50,White,100,Industrial/construction,Matric
33213,2012,9,Suicide,0,M,72,White,100,Home,Matric
33214,2012,10,Suicide,0,M,60,White,100,Home,BA+
33215,2012,9,Suicide,0,M,33,White,100,Home,Matric
33216,2012,9,Suicide,0,M,32,White,100,Home,Some college
33217,2012,10,Accidental,0,M,69,White,100,School/instiution,Some college
33218,2012,10,Suicide,0,M,29,White,100,Street,Some college
33219,2012,10,Suicide,0,M,72,White,100,Home,Matric
33220,2012,10,Suicide,0,M,78,White,100,Other specified,Matric
33221,2012,11,Suicide,0,M,27,White,100,Other specified,Matric
33222,2012,10,Suicide,0,M,83,White,100,Home,BA+
33223,2012,10,Suicide,0,F,52,White,100,Other specified,Some college
33224,2012,10,Suicide,0,M,32,White,100,Home,Matric
33225,2012,9,Suicide,0,M,52,White,100,Home,Matric
33226,2012,10,Suicide,0,M,63,White,100,Home,Matric
33227,2012,11,Suicide,0,M,65,White,100,Home,BA+
33228,2012,11,Suicide,0,M,31,White,100,Home,Matric
33229,2012,10,Suicide,0,M,16,White,100,Home,Less than Matric
33230,2012,11,Suicide,0,M,63,White,100,Street,BA+
33231,2012,12,Suicide,0,M,29,White,100,Home,Some college
33232,2012,12,Suicide,0,M,36,White,100,Home,Matric
33233,2012,12,Suicide,0,F,18,White,100,Street,Less than Matric
33234,2012,12,Suicide,0,M,53,White,100,Other specified,Matric
33235,2012,12,Homicide,0,M,22,White,100,Home,Matric
33236,2012,12,Suicide,0,M,34,White,100,Home,Some college
33237,2012,10,Suicide,0,M,56,White,100,Home,Matric
33238,2012,12,Suicide,0,F,35,White,100,Home,Some college
33239,2012,12,Suicide,0,M,26,White,100,Home,Matric
33240,2012,12,Suicide,0,M,52,White,100,Home,Matric
33241,2012,1,Homicide,0,M,34,Black,100,Street,Less than Matric
33242,2012,1,Homicide,0,M,18,Black,260,Other specified,Matric
33243,2012,1,Homicide,0,M,20,Black,275,Street,Less than Matric
33244,2012,1,Homicide,0,M,45,Black,100,Home,Less than Matric
33245,2012,1,Suicide,0,M,59,White,100,Home,Matric
33246,2012,1,Suicide,0,M,62,White,100,Home,Matric
33247,2012,1,Homicide,0,M,20,Black,100,Street,Matric
33248,2012,1,Homicide,1,M,26,Black,100,NA,Some college
33249,2012,1,Suicide,0,M,52,White,100,Home,Matric
33250,2012,1,Suicide,0,M,28,Black,100,Street,Some college
33251,2012,1,Homicide,0,M,26,Black,100,Other unspecified,Matric
33252,2012,1,Homicide,0,M,39,White,100,Street,Matric
33253,2012,1,Suicide,0,M,50,Black,100,Home,Some college
33254,2012,1,Homicide,0,M,20,Black,260,Street,Less than Matric
33255,2012,1,Homicide,1,M,22,White,998,NA,Matric
33256,2012,1,Homicide,0,M,57,White,100,Other unspecified,Less than Matric
33257,2012,1,Homicide,0,M,26,Black,100,Street,Matric
33258,2012,1,Homicide,0,M,37,Black,100,Home,Less than Matric
33259,2012,1,Homicide,0,M,43,Black,100,Street,Some college
33260,2012,1,Homicide,1,M,17,Black,100,NA,Less than Matric
33261,2012,2,Homicide,0,M,23,Black,100,Other specified,Matric
33262,2012,2,Homicide,0,M,20,Black,100,Other specified,Matric
33263,2012,2,Homicide,0,M,31,Black,226,Street,Matric
33264,2012,2,Homicide,1,M,18,Black,100,NA,Less than Matric
33265,2012,2,Homicide,0,M,28,Black,100,Other unspecified,Matric
33266,2012,2,Homicide,0,M,40,Black,100,Home,Matric
33267,2012,2,Homicide,0,M,39,Black,100,Street,Matric
33268,2012,2,Suicide,0,M,66,Black,100,Home,BA+
33269,2012,2,Homicide,0,M,21,Black,100,Street,Matric
33270,2012,2,Suicide,0,M,75,Black,234,Home,BA+
33271,2012,2,Homicide,0,M,41,Black,234,Home,Matric
33272,2012,2,Homicide,0,M,30,Black,100,Street,Matric
33273,2012,2,Homicide,0,M,23,Black,100,Street,Some college
33274,2012,2,Suicide,0,M,58,White,100,Home,Matric
33275,2012,2,Homicide,1,M,52,Black,100,NA,Less than Matric
33276,2012,2,Homicide,0,M,32,Black,100,Home,Less than Matric
33277,2012,2,Suicide,0,M,46,Black,270,Other specified,Matric
33278,2012,2,Homicide,0,M,21,Black,100,Street,Some college
33279,2012,3,Suicide,0,M,26,White,100,Other specified,BA+
33280,2012,3,Suicide,0,M,28,Black,299,Home,Matric
33281,2012,3,Homicide,0,M,19,Black,100,Street,Less than Matric
33282,2012,3,Homicide,0,M,20,Black,100,Street,Some college
33283,2012,3,Homicide,0,M,28,Black,100,Street,Less than Matric
33284,2012,3,Suicide,0,M,34,Black,260,Home,Some college
33285,2012,3,Homicide,0,M,21,Black,100,Home,Less than Matric
33286,2012,3,Homicide,0,M,27,Black,100,Trade/service area,Less than Matric
33287,2012,3,Homicide,0,M,24,Black,100,Street,Matric
33288,2012,3,Homicide,0,M,33,Black,100,Street,Matric
33289,2012,3,Homicide,0,M,21,Black,100,Street,Matric
33290,2012,3,Homicide,0,M,23,Black,100,Street,Matric
33291,2012,3,Homicide,0,M,34,Black,210,Street,Less than Matric
33292,2012,3,Homicide,0,M,18,Black,100,Other specified,Less than Matric
33293,2012,3,Homicide,0,F,39,White,100,Home,Matric
33294,2012,3,Homicide,0,M,26,Black,100,Street,Less than Matric
33295,2012,3,Homicide,0,M,39,Black,210,Street,Less than Matric
33296,2012,3,Homicide,0,M,24,Black,100,Other specified,Less than Matric
33297,2012,3,Homicide,0,M,42,Black,100,Home,Matric
33298,2012,3,Homicide,0,M,21,Black,100,Street,Matric
33299,2012,3,Homicide,0,M,20,Black,100,Other unspecified,Matric
33300,2012,3,Homicide,0,M,29,Black,260,Other specified,Matric
33301,2012,3,Homicide,0,M,26,Black,100,Street,Less than Matric
33302,2012,3,Homicide,0,M,23,Black,100,Other specified,Matric
33303,2012,3,Suicide,0,M,66,White,100,Home,Matric
33304,2012,3,Suicide,0,M,24,Black,260,Trade/service area,Matric
33305,2012,3,Homicide,0,M,32,Black,100,Street,Some college
33306,2012,3,Homicide,0,F,24,Black,100,Home,Some college
33307,2012,4,Homicide,0,M,40,Black,100,Home,Some college
33308,2012,4,Suicide,0,M,82,White,100,Home,Some college
33309,2012,4,Homicide,0,M,39,Black,100,Street,Some college
33310,2012,4,Suicide,0,M,47,White,100,Home,Less than Matric
33311,2012,4,Homicide,0,M,30,Black,100,Home,Some college
33312,2012,4,Homicide,0,F,63,White,100,Home,Matric
33313,2012,4,Suicide,0,M,74,White,100,Home,Some college
33314,2012,4,Suicide,0,M,29,Black,260,Home,Matric
33315,2012,4,Homicide,0,M,37,Black,100,Trade/service area,Matric
33316,2012,4,Homicide,0,M,23,Black,210,Home,Matric
33317,2012,4,Homicide,0,M,33,Black,100,Other unspecified,Less than Matric
33318,2012,4,Suicide,0,M,36,White,100,Other unspecified,BA+
33319,2012,4,Homicide,0,M,18,Black,100,Street,Matric
33320,2012,4,Homicide,0,M,23,White,100,Street,Matric
33321,2012,4,Homicide,0,M,22,Black,100,Other unspecified,Some college
33322,2012,4,Suicide,0,M,75,Black,100,Home,Matric
33323,2012,4,Homicide,0,M,27,Black,100,Street,Less than Matric
33324,2012,4,Homicide,0,F,71,White,100,Home,Less than Matric
33325,2012,4,Suicide,0,F,41,Black,100,Home,Matric
33326,2012,4,Homicide,0,M,26,Coloured,100,Street,Some college
33327,2012,4,Homicide,0,M,24,Black,100,Street,Some college
33328,2012,4,Homicide,0,M,26,Black,100,Street,BA+
33329,2012,4,Homicide,0,M,22,Black,275,Other specified,Less than Matric
33330,2012,4,Homicide,0,M,15,Black,100,Street,Less than Matric
33331,2012,4,Homicide,0,M,19,Black,100,Street,Matric
33332,2012,4,Homicide,0,M,23,Black,998,Home,BA+
33333,2012,4,Suicide,0,M,22,Black,260,Home,Matric
33334,2012,4,Undetermined,0,M,32,Black,100,Home,Matric
33335,2012,4,Suicide,0,M,49,Black,260,Home,BA+
33336,2012,4,Homicide,0,M,18,Black,100,Street,Less than Matric
33337,2012,4,Homicide,0,M,22,Black,100,Street,Less than Matric
33338,2012,4,Homicide,0,M,27,Black,100,Other specified,Matric
33339,2012,4,Homicide,0,M,26,Black,100,Street,Less than Matric
33340,2012,4,Homicide,0,M,23,Black,100,Other specified,Less than Matric
33341,2012,4,Homicide,0,M,34,Black,100,Home,Less than Matric
33342,2012,4,Homicide,0,F,13,Black,100,Home,Less than Matric
33343,2012,5,Homicide,0,M,21,Black,100,Other specified,Matric
33344,2012,5,Suicide,0,M,74,Coloured,100,Home,BA+
33345,2012,5,Homicide,0,M,36,Black,100,Street,Matric
33346,2012,5,Suicide,0,M,56,White,100,Home,BA+
33347,2012,5,Homicide,0,M,31,White,100,Trade/service area,Some college
33348,2012,5,Suicide,0,M,47,White,100,Trade/service area,BA+
33349,2012,5,Suicide,0,M,96,White,100,Home,Matric
33350,2012,5,Suicide,0,M,20,White,100,Street,Matric
33351,2012,5,Homicide,0,F,21,Black,275,Street,Matric
33352,2012,5,Homicide,0,M,23,Black,100,Other specified,Some college
33353,2012,5,Suicide,0,M,51,White,100,Other unspecified,Matric
33354,2012,5,Suicide,0,M,54,White,100,Home,Less than Matric
33355,2012,5,Homicide,0,M,20,Black,100,Street,Some college
33356,2012,5,Homicide,0,M,30,Black,260,Street,Matric
33357,2012,5,Homicide,0,M,18,Black,100,Street,Less than Matric
33358,2012,5,Homicide,0,M,25,Black,100,Street,Matric
33359,2012,5,Homicide,0,M,25,Black,100,Street,Matric
33360,2012,5,Homicide,0,M,25,Black,100,Street,Less than Matric
33361,2012,5,Homicide,0,M,24,Black,100,Street,Matric
33362,2012,5,Homicide,0,M,26,White,100,Street,Matric
33363,2012,5,Homicide,0,M,37,Black,100,Street,Matric
33364,2012,5,Suicide,0,M,52,Black,100,Home,Matric
33365,2012,5,Homicide,0,M,21,Black,100,Home,Matric
33366,2012,5,Homicide,0,M,19,Black,100,Street,Some college
33367,2012,5,Suicide,0,M,62,Coloured,100,Home,Less than Matric
33368,2012,5,Homicide,0,M,21,Black,100,Street,Matric
33369,2012,5,Homicide,0,M,21,Black,260,Street,Some college
33370,2012,5,Homicide,0,M,18,Black,100,Street,Matric
33371,2012,6,Suicide,0,M,51,White,100,Trade/service area,BA+
33372,2012,5,Homicide,0,M,21,Black,100,Street,Matric
33373,2012,6,Homicide,0,M,17,Black,275,Street,Some college
33374,2012,5,Homicide,0,M,18,Black,100,Street,Some college
33375,2012,6,Homicide,0,M,24,Black,260,Street,Matric
33376,2012,6,Homicide,0,M,25,Black,100,Other specified,Matric
33377,2012,6,Homicide,0,M,24,Black,260,Street,Less than Matric
33378,2012,6,Homicide,0,M,32,Black,260,Street,Matric
33379,2012,6,Homicide,0,M,30,Black,275,Other unspecified,Matric
33380,2012,6,Homicide,0,M,26,Black,275,Other unspecified,Some college
33381,2012,6,Homicide,0,M,32,Black,100,Home,Matric
33382,2012,6,Homicide,0,M,25,Black,260,Other unspecified,Matric
33383,2012,6,Homicide,0,F,26,Black,275,Home,BA+
33384,2012,6,Suicide,0,M,29,Black,275,Other specified,Matric
33385,2012,6,Homicide,0,M,20,Black,100,Street,Less than Matric
33386,2012,6,Homicide,0,M,43,Black,100,Other specified,Some college
33387,2012,6,Homicide,0,M,34,Black,100,Street,Matric
33388,2012,6,Homicide,1,F,23,Black,100,NA,Less than Matric
33389,2012,6,Homicide,0,M,36,Black,100,Street,Matric
33390,2012,6,Homicide,0,M,22,Black,100,Street,Some college
33391,2012,6,Homicide,0,M,41,Black,100,Home,Matric
33392,2012,6,Homicide,0,M,18,Black,100,Street,Matric
33393,2012,6,Homicide,0,M,25,Black,100,Street,Less than Matric
33394,2012,6,Homicide,0,M,39,White,100,Street,Matric
33395,2012,6,Homicide,0,M,34,Black,100,Other unspecified,Matric
33396,2012,6,Suicide,0,M,28,White,998,Home,Less than Matric
33397,2012,6,Homicide,0,M,45,Black,100,Street,Matric
33398,2012,6,Suicide,0,M,46,White,100,Trade/service area,Matric
33399,2012,6,Homicide,1,M,27,Black,100,NA,Matric
33400,2012,6,Homicide,0,F,36,Coloured,100,Home,Matric
33401,2012,7,Suicide,0,M,50,White,100,Home,Matric
33402,2012,7,Suicide,0,M,60,White,100,Trade/service area,Matric
33403,2012,6,Homicide,0,M,20,Black,100,Street,Some college
33404,2012,7,Homicide,0,M,46,Black,100,Other specified,Matric
33405,2012,6,Homicide,0,M,24,Black,100,Street,Matric
33406,2012,7,Homicide,0,M,65,White,100,Trade/service area,BA+
33407,2012,7,Homicide,0,M,33,Black,100,Home,Matric
33408,2012,7,Homicide,0,M,21,Black,100,Street,BA+
33409,2012,7,Homicide,0,M,7,Black,100,Home,Less than Matric
33410,2012,7,Homicide,0,F,51,Black,100,Home,Some college
33411,2012,7,Homicide,0,M,18,Black,210,Street,Less than Matric
33412,2012,7,Homicide,0,M,30,Black,100,Street,Matric
33413,2012,7,Homicide,0,M,27,Black,100,Trade/service area,Matric
33414,2012,7,Homicide,0,M,34,Black,100,Other unspecified,Matric
33415,2012,7,Suicide,0,M,44,Black,100,Home,Less than Matric
33416,2012,7,Homicide,0,M,27,Black,100,Street,Matric
33417,2012,6,Homicide,0,M,20,Black,100,Other specified,Some college
33418,2012,7,Homicide,0,M,27,Black,100,Street,Matric
33419,2012,7,Homicide,0,M,21,Black,275,Street,Matric
33420,2012,7,Homicide,0,M,33,Black,100,Street,Matric
33421,2012,7,Suicide,0,M,85,White,100,Home,Matric
33422,2012,7,Homicide,0,M,19,Black,100,Street,Less than Matric
33423,2012,7,Homicide,0,M,26,Black,100,Street,Matric
33424,2012,7,Suicide,0,M,33,White,100,Other specified,BA+
33425,2012,6,Homicide,0,F,70,Coloured,100,Home,Matric
33426,2012,7,Homicide,0,M,21,Black,260,Other specified,Matric
33427,2012,7,Homicide,1,M,46,Black,100,NA,Matric
33428,2012,7,Homicide,0,M,29,Black,100,Street,Less than Matric
33429,2012,7,Homicide,0,M,14,Black,998,Street,Less than Matric
33430,2012,7,Suicide,0,F,27,White,998,Home,Matric
33431,2012,7,Suicide,0,M,70,White,100,Home,Matric
33432,2012,7,Homicide,0,M,18,Black,100,Street,Matric
33433,2012,7,Suicide,0,M,52,White,100,Home,Less than Matric
33434,2012,7,Suicide,0,M,29,White,998,Other specified,BA+
33435,2012,7,Homicide,0,M,19,Black,100,Street,Matric
33436,2012,7,Homicide,0,M,30,Black,100,Street,Less than Matric
33437,2012,7,Homicide,0,M,23,Black,100,Other specified,Matric
33438,2012,7,Homicide,0,M,14,Black,998,Other specified,Less than Matric
33439,2012,7,Homicide,0,M,4,Black,100,Other specified,Less than Matric
33440,2012,7,Homicide,0,M,22,Black,100,Street,Matric
33441,2012,7,Homicide,0,M,29,Black,998,Street,Some college
33442,2012,7,Homicide,0,M,25,Black,100,Street,Matric
